strategy,forager,level,collection_num,obj_ID,point_value,distance,turning_angle,neighbor_value,used,time
nn,6,8,0,1,5.0,27.244265451650556,-1.6097376698919357,0.3414213562373095,0,0.6148754619013457
nn,6,8,0,2,5.0,21.213203435596427,-1.5707963267948966,0.613407053921902,0,0.6148754619013457
nn,6,8,0,3,5.0,25.0,-1.7126933813990606,0.682842712474619,0,0.6148754619013457
nn,6,8,0,4,5.0,29.154759474226502,-1.8157749899217608,0.8513997106635237,0,0.6148754619013457
nn,6,8,0,5,5.0,21.50581316760657,-1.7359450042095235,0.682842712474619,0,0.6148754619013457
nn,6,8,0,6,5.0,25.739075352467502,-1.849095985800008,0.848528137423857,0,0.6148754619013457
nn,6,8,0,7,5.0,15.239750654128171,-1.6404509005234647,0.848528137423857,0,0.6148754619013457
nn,6,8,0,8,5.0,18.027756377319946,-1.7681918866447774,0.613407053921902,0,0.6148754619013457
nn,6,8,0,9,5.0,22.360679774997898,-1.8925468811915387,0.8513997106635237,0,0.6148754619013457
nn,6,8,0,10,5.0,26.92582403567252,-1.97568811307998,0.848528137423857,0,0.6148754619013457
nn,6,8,0,11,5.0,30.20347662107791,-2.018738420964563,0.8513997106635237,0,0.6148754619013457
nn,6,8,0,12,5.0,19.03943276465977,-1.9513027039072615,0.613407053921902,0,0.6148754619013457
nn,6,8,0,13,5.0,23.717082451262844,-2.0344439357957027,0.848528137423857,0,0.6148754619013457
nn,6,8,0,14,5.0,15.811388300841896,-2.0344439357957027,0.848528137423857,0,0.6148754619013457
nn,6,8,0,15,5.0,20.615528128088304,-2.1112158270654806,0.682842712474619,0,0.6148754619013457
nn,6,8,0,16,5.0,25.495097567963924,-2.158798930342464,0.8513997106635237,0,0.6148754619013457
nn,6,8,0,17,5.0,20.05617112013158,-2.281334642481578,0.682842712474619,0,0.6148754619013457
nn,6,8,0,18,5.0,26.92582403567252,-0.4048917862850834,0.613407053921902,0,0.6148754619013457
nn,6,8,0,19,5.0,28.284271247461902,0.0,0.37888543819998316,0,0.6148754619013457
nn,6,8,0,20,5.0,22.360679774997898,-0.32175055439664213,0.3414213562373095,0,0.6148754619013457
nn,6,8,0,21,5.0,20.0,-0.7853981633974483,0.482842712474619,0,0.6148754619013457
nn,6,8,0,22,5.0,21.213203435596427,0.0,0.3414213562373095,0,0.6148754619013457
nn,6,8,0,23,5.0,15.811388300841896,-0.4636476090008059,0.4242640687119285,0,0.6148754619013457
nn,6,8,0,24,5.0,26.92582403567252,0.4048917862850834,0.4242640687119285,0,0.6148754619013457
nn,6,8,0,25,5.0,22.360679774997898,0.32175055439664213,0.37888543819998316,0,0.6148754619013457
nn,6,8,0,26,5.0,14.142135623730951,0.0,0.482842712474619,0,0.6148754619013457
nn,6,8,0,27,5.0,10.0,-0.7853981633974483,0.4242640687119285,0,0.6148754619013457
nn,6,8,0,28,5.0,11.180339887498949,-1.2490457723982544,0.482842712474619,0,0.6148754619013457
nn,6,8,0,29,5.0,15.811388300841896,0.46364760900080615,0.4538461538461539,0,0.6148754619013457
nn,6,8,0,30,5.0,7.0710678118654755,0.0,0.4242640687119285,1,0.6148754619013457
nn,6,8,0,31,5.0,20.0,0.7853981633974483,0.4242640687119285,0,0.6148754619013457
nn,6,8,0,32,5.0,10.0,0.7853981633974483,0.3414213562373095,0,0.6148754619013457
nn,6,8,0,33,5.0,0.0,,0.482842712474619,0,0.6148754619013457
nn,6,8,0,34,5.0,11.180339887498949,-5.034139534781332,0.3414213562373095,0,0.6148754619013457
nn,6,8,0,35,5.0,16.347782724271816,-2.76510231914327,0.4308640753373011,0,0.6148754619013457
nn,6,8,0,36,5.0,14.142135623730951,-3.141592653589793,0.613407053921902,0,0.6148754619013457
nn,6,8,0,37,5.0,18.027756377319946,-2.9441970937399122,0.682842712474619,0,0.6148754619013457
nn,6,8,0,38,5.0,22.360679774997898,-2.819842099193151,0.8513997106635237,0,0.6148754619013457
nn,6,8,0,39,5.0,17.67766952966369,-3.141592653589793,0.682842712474619,0,0.6148754619013457
nn,6,8,0,40,5.0,21.50581316760657,-2.976443976175166,0.848528137423857,0,0.6148754619013457
nn,6,8,0,41,5.0,16.347782724271816,-3.518082988036316,0.848528137423857,0,0.6148754619013457
nn,6,8,0,42,5.0,18.027756377319946,-3.338988213439674,0.613407053921902,0,0.6148754619013457
nn,6,8,0,43,5.0,21.213203435596427,-3.141592653589793,0.8513997106635237,0,0.6148754619013457
nn,6,8,0,44,5.0,25.0,-2.999695598985629,0.848528137423857,0,0.6148754619013457
nn,6,8,0,45,5.0,27.879203718901298,-2.924299222666772,0.8513997106635237,0,0.6148754619013457
nn,6,8,0,46,5.0,21.50581316760657,-3.30674133100442,0.613407053921902,0,0.6148754619013457
nn,6,8,0,47,5.0,24.748737341529164,-3.141592653589793,0.848528137423857,0,0.6148754619013457
nn,6,8,0,48,5.0,22.360679774997898,-3.4633432079864352,0.848528137423857,0,0.6148754619013457
nn,6,8,0,49,5.0,25.0,-3.283489708193957,0.682842712474619,0,0.6148754619013457
nn,6,8,0,50,5.0,28.284271247461902,-3.141592653589793,0.8513997106635237,0,0.6148754619013457
nn,6,8,0,51,5.0,27.879203718901298,-3.3588860845128146,0.682842712474619,0,0.6148754619013457
nn,6,8,0,52,5.0,18.027756377319946,-4.90978454023457,0.613407053921902,0,0.6148754619013457
nn,6,8,0,53,5.0,29.154759474226502,-4.957367643511554,0.4308640753373011,0,0.6148754619013457
nn,6,8,0,54,5.0,21.213203435596427,-4.71238898038469,0.3414213562373095,0,0.6148754619013457
nn,6,8,0,55,5.0,15.811388300841896,-4.2487413713838835,0.482842712474619,0,0.6148754619013457
nn,6,8,0,56,5.0,28.284271247461902,-4.71238898038469,0.3414213562373095,0,0.6148754619013457
nn,6,8,0,57,5.0,22.360679774997898,-4.3906384259880475,0.4242640687119285,0,0.6148754619013457
nn,6,8,0,58,5.0,35.35533905932738,-4.71238898038469,0.4242640687119285,0,0.6148754619013457
nn,6,8,0,59,5.0,29.154759474226502,-4.4674103172578254,0.382842712474619,0,0.6148754619013457
nn,6,8,0,60,5.0,25.495097567963924,-4.124386376837123,0.4242640687119285,0,0.6148754619013457
nn,6,8,0,61,5.0,25.0,-3.9269908169872414,0.482842712474619,0,0.6148754619013457
nn,6,8,0,62,5.0,36.05551275463989,-4.514993420534809,0.37888543819998316,0,0.6148754619013457
nn,6,8,0,63,5.0,31.622776601683793,-4.2487413713838835,0.4242640687119285,0,0.6148754619013457
nn,6,8,0,64,5.0,43.01162633521314,-4.547240302970063,0.4242640687119285,0,0.6148754619013457
nn,6,8,0,65,5.0,38.07886552931954,-4.331882603272325,0.3414213562373095,0,0.6148754619013457
nn,6,8,0,66,5.0,35.35533905932738,-4.068887871591405,0.382842712474619,0,0.6148754619013457
